id	total	quantity	taste	delivery	document
371041	5	5	5	5	잘먹었습니다아아ㅏㅏ
371041	5	5	5	5	잘 먹었습니다아아ㅏ
371041	5	5	5	5	맛있어요
371041	5	5	5	5	새벽 3시~오전 애매한 시간에 시킬 곳이 없었는데 좋은 곳 발견해서 굿
371041	5	5	5	5	맛있어요
371041	5	5	5	5	맛있어요 굿굿굿굿 ㅎ
371041	3	5	3	2	다음에는 김치볶음밥으로 시켜먹어야겠네요
371041	5	5	5	5	맛은 기본 양도 중요한 우리 집은 세트 보단 단품으로 주문하기로 했습니다. 맛있는 김치볶음밥 주문하러 왔다가 영업 시간이 짧아서 리뷰만 남기고 갑니다.
371041	5	5	5	5	좋은 음식 만들어주셔서 감삼당
371041	5	5	5	5	일주일에 3번이나 시킴ㅋㅋ
371041	5	5	5	5	너무 잘 먹었습니당
371041	5	5	5	5	항상 가츠동만 시켜먹다가 김치볶음밥은 처음 시켜봤는데 맛있네요.
371041	5	5	5	5	맛있게 잘 먹었습니다!
371041	5	5	5	5	잘먹었습니다~~~~
371041	5	5	5	5	김치볶음밥 맛집! 또 주문할게요 번창하세요
371041	4	4	4	4	맛있게 잘먹었습니다
371041	5	5	5	5	김치볶음밥   김치찌개만두전골   너무  맛있습니다   지인  이나  친구에게   적극   추천하고 싶습니다
371041	4	4	4	4	맛있게 잘먹었어요!
371041	5	5	5	5	맛있어요 ㅎㅎ감사합니다 또시킬께요
371041	3	5	3	5	가츠동은 맛있는데.... 우동은 그냥 물에 적셔서 먹는맛이네요.. 우동 5000원은 맛에 비해 너무 비싼것같아요..우동은 너무 맛없네요..
371041	5	5	5	5	맛있어요 ㅎㅎ감사합니다또시킬께요
371041	4	4	4	5	배달도 잘 해주시고 맛있게먹었어요!
371041	5	5	5	5	맛있게 잘 먹었습니다~
371041	5	5	5	5	오.. 원래 김볶밥 시켜먹던 집이 문을 안열어서 처음 여기서 시켜봣는데 뜻밖의 맛집ㅋㅋㅋ먹고있다가 리뷰 남깁니다 ㅋㅋㅋ 또시킹게요
371041	5	5	4	5	돈까스와 김말이는 합격 ᆢ떡볶이는  불합격
371041	5	5	5	5	꿀맛입니아%~~~~
371041	5	5	5	5	김치볶음밥  돈까스  우동   너무  맛있습니다   지인에게  추천하고 싶습니다
371041	5	5	5	5	너무 좋습니다! 맛있어요~
371041	5	5	5	5	김치볶음밥  너무  맛있습니다   국물도  시원하고  좋습니다   친구나  지인에게  적극 추천하고 싶습니다
371041	5	5	5	5	맛있게 잘먹었어요~~
371041	5	5	5	5	제육볶음밥이   너무  맛있습니다  친구나  지인에게   적극  추천하고 싶습니다
371041	2	3	2	3	솔직히 일본식카레라기보단 오뚜기같고요 뭔가 진한맛이없어서 아쉽내요
371041	5	5	5	4	맛있어요 많이 번창하세요
371041	5	5	5	5	돈까스랑 카츠동 다맛있어요배송 빨라서 좋아요~
371041	5	5	5	5	정말 맛있어요!! 카레가 정말 좋습니다
371041	5	5	5	5	양도적당하고 빨리와서 좋았어요
371041	3	3	2	4	음식이 전반적으로 너무 건조함 소스가 짜고 양이 너무 적어서 밥이 너무 남고, 새우튀김 자체도 너무 퍽퍽함 다시는 시켜먹지 않을 맛.
371041	5	5	5	5	가츠동 항상 엄청 맛있게 먹고있어요 ! 가격도 맛도 양도 다 좋아요 ㅎㅎ
371041	5	5	5	5	가츠동도 진짜 맛있고 우동도 맛있어요!! 번창하세요!!
371041	5	5	5	5	우리 아파트상가에 참 맛있는 식당이 있어서 넘 좋습니다^^매운맛은 좀더 매콤했으면.. 그럼 더욱 개운하고 깔끔할듯해요ㅎㅎ매일 같은반찬에 집밥 먹기싫었는데 가끔은 기분전환으로 색다른 음식을 먹는것으로도 힐링~!!^^맛있게 잘~~먹었습니다 👍🤗
371041	3	5	3	5	12:57분에 주문했는데 1:25분 정도에 도착해서 신속한편이었어요. 우동+가츠동 셋트를 주문했는데 혼자먹기엔 너무 많았어요. 가츠동은 중간정도의 맛을 유지해서 비교적 만족스러웠고요. 우동은 그에 비해 맛이 별로 였어요. 개인적으로는 가츠동 미니우동 셋트로 1만원셋트를 만들고 배달비를 받는것이 더 자주 주문할 수 있을 것 같아요.
371041	5	5	5	5	맛있게 잘 먹었습니다!
371041	5	5	5	1	너무 잘먹었습니다. 겨울시즌에 하는 배달이라 그런지 음식이 식은 감이있지만 음식맛에 문제는 전혀없었습니다. 돈까스도 아주 바삭하고 해물순두부찌개도 해물이라는 이름에 걸맞게 조개도 아주 수두룩하게 많았습니다. 해장으로는 굿입니다. 아! 고기도 살짝살짝 있어서 좋더라구요. 근데 문제점 한가지 배달원이 진짜로 예의가 없고 길찾기 어려워서 전화하셨는데 아무이유없이 퉁명스럽고 화나는말투로 "아니 제가 거기라구여 길을 가르쳐달라구요!!" 이런말투로 응대를 하더군요. 배달음식의 끝마무린 배달직원의 서비스까지 완벽하야되는데 아니더군요 참고하세요!
371041	5	5	4	5	배달 빠르구 맛있었습니다ㅎㅎ근데 우동 국물 조금만 더 진했으면 좋겠어요>_< 맛있어서 다음에 또 주문할 것 같아요😊😊
371041	5	5	5	5	양도 생각보다 많고 맛도 좋았어요배달도 생각보다 빨랐습니다한 끼 맛있게 감사히 먹었습니다~
371041	5	5	5	5	배달 빠르고 양도 많고 맛있습니다 가츠동 매운맛인데 조금만 더 매콤했으면 좋겠어요 추천
371041	5	5	5	5	배달도 빠르고 찌개 국물이 진짜 최고입니다뭐 하나 빠지는게 없어요 요청 사항으로 밥 많이 부탁드렸는데정말 많이 주셔서 배터지게 먹었어요원래 친구랑 1인 1찌개하려 했는데 양이 너무 많아서 돼지만두찌개는냉장보관했다 저녁으로 먹었을 정도입니다앞으로 더 자주 시켜 먹어야겠어요 매우 만족입니다!
371041	4	4	4	4	가츠동세트 하나만으로도 양도많고 맛도 좋네요 저번에 혼자 시켜먹을때 양많아서 배터졌었는데  오늘은 동생이랑 생각나서 가츠동추가해서 시켜봤네요! 오늘도 맛있게 배터집니다~
371041	5	5	5	5	리뷰가 없고 첨보는 업체라 불안했지만 왠지 끌려서 시켜봤어요김볶밥좋아하는데 다 맛없어서 시켜먹을데가 없었는데 여긴 맛있네요 정석적인 김볶밥 맛은아니지만 맛있었어요양도 많았는지 공복이었는데 푸짐하게 먹고 남기기까지 했네요 ㅋㅋ
1032989	4	5	5	5	더바싹 구웠으면더 맛있을것같아요~
1032989	5	5	5	5	처음 보는 브랜드지만 배달료도 저렴해서 시켜봤는데 정말 만족합니다!양도 엄청 많은거 같네요?
1032989	5	5	5	5	닭고기 바깥쪽이 약간 말라있는 느낌이 나는데 먹어보니 생각보다 괜찮다. 후추 향이 많이 나서 후추 좋아하는 나한테는 딱인듯... 치킨이 원래 좀 짜긴 하지만 좀만 덜 짰으면 좋겠다.
1032989	5	5	5	5	오븐에 구워서 그런지 닭다리살이라 그런지 엄청 야들야들하게 맛있네요맛있게 잘 먹었습니다 번창하세요
428729	5	5	5	0.0	잘먹었습니다수고하세요
428729	5	5	5	0.0	후기보고 첨시켜봤는데포장도 깔끔하고 맛도괜찮네요또시킬게요~
428729	3	4	3	5	자주 주문해서 먹는데요, 오늘은 너무 달아요ㅜㅜ특히 당면이요깔끔하게 매운맛ᆢ이라서 입에 맞았는데요.다음에는 달지않게 부탁드려요~
428729	5	5	5	5	곱창도 맛있었는데 칼국수 너무 맛있었어요!!
428729	5	5	5	5	오늘 처음 먹었는데 간도 적당하고 너무 맛있었어요!!
428729	5	5	5	5	맛있게 먹었습니다~
428729	5	5	5	5	찾았다 맛집!! 곱창 너무맛있고 칼국수가 대박이네요 면하나도 안뿔고 양도많고 너무맛있습니다
428729	5	5	5	5	곱창도 쫄깃하고 간이 적당하니 맛있게 먹었습니다. 다음에 또 시켜먹을께요.
428729	5	5	5	5	칼국수는 생각보다 너무맛있었어요 근데 불진않았는데 너무 면이끊기긴했어요 순대볶음은 조금 매콤한편이고순대가 조금 많이 터져잇긴하네요
428729	5	5	5	5	항상 잘먹고 있습니다~!!
428729	5	5	5	0.0	내장류를 싫어해서 곱창이나 순대를 잘 안먹는데 새로 이사온 집앞에 포장 파는곳이 여기밖에 없어서 먹어보게 되었어요순대볶음을 먹어본적이 거의 없는데 원래 순대볶음이 이렇게 맛있는 음식인지 몰랐어요.. 야채랑 당면이 너무나 맛있게 볶아져 나오는데 볶음밥이랑 해서 상추에 싸먹으니까 너무 행복하게 맛있었어요서비스로 주신 계란찜도 양이 굉장히 많았고 살짝 매운걸 이걸로 잡아가면서 먹으니까 좋았어요1인분이라고는 써있지만 양도 꽤 많아서 든든하게 먹었네요드시는 분들 꼭 볶음밥도 추가해서 같이드세요사장님 맛있는 음식 해주셔서 감사합니다
428729	5	5	5	5	1인분 팔아사 너무 브라보
428729	5	5	5	5	맛있고 배달도 빨랐어요! 계란찜 따뜻하게 먹어서 너무 맛있었습니다
428729	5	5	5	0.0	맛있고 양 많아요 잘먹었습니다
428729	5	5	4	5	제가 좀 센간을 좋아해서 곱창만 먹으면 약간 싱거운가 했는데 소스찍어먹으니까 괜찮았고 계란찜도 맛있고 양도 많아서 잘 먹었습니다! 아 냄새도 안나요!!
428729	5	5	5	5	간이 많이 안쎄지만 은근하게~ 소스 찍어먹으니 맛잇어요 ㅎㅎ다음에 또 시킬게요!
428729	5	5	5	5	잘 먹었습니다 소금구이도 맛있네요
428729	5	5	5	5	양이랑 맛 둘다 만족한 곱창집은 처음...맛있게 잘 먹었습니다 자주 시켜 먹을듯
428729	5	5	5	5	대박 맛있네요~ 감사합니다
428729	4	4	4	4	언제나 맛있게 먹고 있어요
428729	5	5	5	5	음식이 정말 깔끔하게 조리 되었다는 느낌을  받았고 음식의 바란스가 최고네요 너무 맛있게 잘먹었어요 사장님 감사합니다👍
428729	5	5	5	0.0	이런 맛집은,,,,모든 사람이 알아야합니다ㅜㅜ 저는 포장주문 했었는데 사장님들이 너무너무 친절하셨어요!!!! 막창도 입에서 살살녹고 양도 많아서 친구랑 허겁지겁 다 해치웠네요... 양념도 맛있었지만 소금구이랑 기름장 조합 대박이에요 그냥 막창 자체가 맛있었어요!! 다음에 또 포장하러 갈 거예요ㅠㅠ 서비스 계란찜도 너무너무 감사합니당
428729	5	5	5	5	오늘도 역시 맛있어요!!!서비스로 주신 계란찜도 맛있어요!!
428729	5	5	5	5	맛있고 저렴하고 양도 많은데 왜 리뷰가 얼마 없는지 모르겠네요 번창하세요
428729	5	5	5	5	맛있게 먹었어요 배달도 빨라서 좋았어요 서비스로 주신 계란찜도 맛있어요^^
428729	5	5	5	5	맛있게 먹었습니다 배달도 빠르고 써비스로 주신 계란찜도 맛있었어요 화이팅 하세요^^
428729	5	5	5	5	믿고 먹는 맛집! 배달도 빨랐어영
428729	5	5	5	5	역시나  맛있어용 양도 짱 많아여!
428729	5	5	5	5	양념구이 막창 주문요. 계란찜 서비스에 손편지까지.넘 맛있게 먹었어용.딸아이가 넘 맛있데요
428729	5	5	5	5	동네에 1인분도 시킬 수 있는 곱창집 싱겨서 너무 좋아요 ㅠㅠ 계란찜도 정말 맛있었습니다!
428729	5	5	5	5	가게가 항상 깨끗하고, 곱창의 질도 맛도 좋아서 자주 가는 곳이에요.늦은 밤 곱창 생각이 나서 1인분 주문했는데계란찜 서비스까지 감동이에요그리고 배달도 너무 빨리 가져다주셔서 감사했어요.배달 서비스도 번창하시길 바랍니다 😊
428729	5	5	5	5	맛도 맛이지만.. 가장 놀란건 사장님이 글씨를 너무 진짜 잘 쓰심
428729	5	5	5	5	맛있어요!! 양도 진짜 많ㅇ고 배달도 빨랐습니당
428729	5	5	5	5	10년도 넘게 먹고있는 단골인데 대행서비스 시작하셨나봐요!!!!! 곱창메뉴 다 맛있구 사모님이 하시는 해물메뉴도(남자사장님 곱창집사장님 여자사장님 조개구이집 사장님이신데 두분이 가게를 합치심)다맛있어요!!!! 곱창냄새 하나도 안나고 쫄깃하고 고소하고 ㅠㅡㅠ 볶음밥도 맛있어요..오늘도 넘 맛있었어요..10분만에 순삭!!코로나끝나면 매장에서 다시먹고 싶어요..저 태어나서 식당리뷰 처음달아봐요 ㅠㅡㅠ다들 여기서 시켜드세요..진심 JMT..
516583	5	5	5	5	맛있어요 감사합니다.
516583	5	3	5	5	생각보다는 양이 적어서 아쉽지만, 맛있어요
516583	5	5	5	5	보들보들~~반은 먹고 반은 꼬들하게 먹고 싶어 냉장고~~너무 맛있어요~
516583	5	5	5	5	사진막찍었는데 맛있게 잘먹었습니다🙂
516583	5	5	5	5	맛있고 푸짐하게 잘먹엇네요
516583	5	5	5	5	평소 족발 시켜 먹을 때 가격이 부담스러운데,여기는 돈이 안 아까워요 맛있습니다 :)
516583	5	5	5	5	정말 맛있게 잘 먹었습니다^^
516583	5	5	5	5	족발은 솔직히 돈아깝다는 생각이 많이드는 음식중 하나였습니다.가격에비해 양도 별로고..근데 여긴 제일작은걸로 시켰는데배터지는줄 알았어요밑반찬도 진짜 필요한것만 딱딱 오고..친구오면 또시킬고같아요 소개시켜주고싶어요
516583	5	5	5	5	빠르고 맛잇어요. 배고파서 집가면서 주문했는데 집에 도착하자마자 와서 감동+.+
516583	5	5	5	5	족발은 귀한족발만 시켜요!! 동네 맛집이에요!
516583	5	5	5	5	맛있었어요! 주먹밥이 자동으로 올 줄 알았는데 막국수가 와서 친구랑 1인 1 막국수 했네용 ㅎㅎ
516583	5	5	5	5	사진은못찍었지만 마감시간근처 인데도 고기 안퍽퍽하고 질좋아서 맛있게잘먹었습니당!!
516583	5	5	5	5	짱맛 짱맛 족발 먹고 싶을 때 다들 여기서 시켜드세요
516583	5	5	5	5	진짜 대박이에요 .. 남는 게 있나 싶을 정도로 많이 주시고 족발도 정말 맛있어요 ㅠㅠ 번창하세요❤️
516583	5	5	5	5	홀 부들부들 너무 맛있어요따뜻하게 받을 수 있게 보온도 신경써주시고 주먹밥이랑 막국수랑 다 맛있게 넘 잘먹었습니다!
516583	5	5	5	5	마늘족발은 처음 먹었는데 맛있어요
516583	5	5	5	5	맛있게 잘 먹었습니다
516583	5	5	5	5	맛있게 잘 먹었습니다.배불러요!! 푸짐하네요
516583	5	5	5	5	정말 족발은 여기서만 먹어요맛 5점양 5점 서비스 5점이라고 생각됩니다.최고에요  껍질은 쫀득하고 살은 부드럽습니다.맛집이에요 진심.
516583	5	5	5	5	맛있고 배달 빠르고 최고 최고👍👍
516583	5	5	5	5	오랜만에 족발이 생각나서 고민없이 바로 주문했는데 만족합니다. 맛있게 먹었어요~ 단골입니다 ^^
516583	5	5	5	5	배달도 완전 빨랐고무생채 추가했는데 너무 맛있게 먹었어요재주문할게요!
516583	5	5	5	5	역시 너무 맛있습니다!!!!
516583	5	5	5	5	맛있기도 했고 양도 생각보다 푸짐해서 너무 좋았습니다! 감사합니다!
516583	5	5	5	5	아주 맛나게 잘먹었어요! 배달도 엄청 빠르고 족발도 맛나네요
516583	2	4	1	2	평이좋아 시켜봤는데 . 좀 심하게 잡내가납니다.  왠간하면 두번은 시켜보고 평남기는데 다시는 안시킬거 같아서 지금 남깁니다. 배달은 예정시간 10분정도 넘겨서 왔는데 간신히 차갑지 않을만큼 식어있었습니다. 고기포장에 위에 작은 물주머니 아니었으면 더식어서 왔을지도요. 막국수는 맛있었습니다.
516583	5	5	5	5	맛있는데 다음날에 온족은 다 상해버려서 슬펐네요..ㅠㅠ
516583	5	5	5	5	보기만 해도 배가 터질거 같아요ㅋ사랑해요ㅋ
516583	5	5	5	5	사진찍어두고 올린다는게 까먹고 좀 늦게 올렸네요. 양도 많고 정말 맛나게 잘먹었어요~ 담에 다시 주문하겠습니다~
516583	5	5	5	5	맛있습니다 추천해요~
516583	5	4	5	5	족발 쫄깃하고 맛있어요. 막국수랑 김치, 부추, 야채 세트도 불필요한 것 없이 구성이 좋네요. 포장도 꼼꼼하게 해주시고 배달도 빨랐어요. 덕분에 따뜻한 족발 맛있게 먹었습니다
516583	5	5	5	5	맛있고 양많고 시키세요
516583	5	5	5	5	진짜진짜 맛있네요 고기 무김치 김치 부추 막국수 다 너무 맛있게 잘 먹었어요야채쌈도 많이 주셔서 너무 감사해요양도 많고 배달도 빠르게 왔어요리뷰이벤트 없었어도 리뷰썼을 것 같은 맛집이에요 족발보쌈 먹고싶으면 정착할 집 찾은 것 같아요 잘 먹었습니다
516583	5	5	5	5	최근먹은 족발중 제일 맛있었어요!!!
516583	5	5	5	5	포장도 깔끔하고 맛도 최고네요
516583	5	5	5	5	완전 푸짐하고 모든메뉴 손색없이 맛있어요! 강추!!
516583	4	4	4	4	배달짱빠름아니근데막국수맛이변한듯 ㅠ족발두맛잇ㅇᆢ서또시킨건데
516583	5	5	5	5	완전 강추합니다!!! 시간이 지나도 촉촉해요
516583	5	5	5	5	막국수랑 족발도 쫄깃쫄깃한게 맛있어요
516583	5	5	5	0.0	우리동네에서 귀한족발이 제일 나아요.항상 이용합니다.푸짐해요
516583	4	5	4	5	정성스러운포장과모두맘에드네요.다음에도주문할생각입니당계속수고해주세요.
516583	5	5	4	5	막국수가 기본반찬에 있어서 너무 좋아요! 리뷰이벤트로 주신 날치알 주먹밥도 잘 먹었습니당 ㅎㅎ양 푸짐하고 맛있어용! 다만 무김치는 입맛에 안맞더라구요 ㅠㅠ그래도 고기는 너무 맛있었어요~
516583	5	5	5	5	맛있게 잘 먹었습니다
516583	5	4	4	5	맛잇어용~ 감사해용
516583	5	5	5	5	이건모 평점을 아무리짜게준다해도이정도네요 ^^
516583	5	5	5	5	맛나게 잘먹었어요. 족발이랑 보쌈 중에 고민 되서 보족 세트 구매 했었는데 좋은 선택이였던거 같아요
516583	5	5	5	5	ㅜㅜ귀한족발은진짜다맛있나봐요 ㅜㅜ최고최고
516583	5	5	5	5	쫀득쪽득 따끈따끈 고소하고 맛있는 족발입니다👍👍
516583	5	5	5	5	또 시켜먹어요 족발은 여기가맛집
516583	5	5	5	5	족발은 여기서만 시켜요~너무너무 맛있어요김치며 부츠며 별미입니다
516583	5	5	5	5	배달도 빠르고 맛있습니다~^^ 콩나물국도 따로 말씀드렸는데 보내주셔서 감사합니다!
516583	5	5	5	5	맛과 양은 물론이고 사장님의 다정함과 친절함이 음식에서까지 느껴져서 너무 기분좋게 먹었습니다~
516583	4	3	4	5	맛은 있었는데 막국수 양이 너무 적어요 ㅠ ㅠ 너무맛있는데 양이 너무너무 아쉽더라구요 ㅠㅠ 고기도 너무 크게 썰려있어서 먹기가 조금 힘들었어요 그래도 맛은 있어요’
516583	5	5	5	5	맛있게먹었어요! 또 이용할게요
516583	5	5	5	5	식지말라고 따뜻한 물을 비닐에 넣어주신거보고 감동 받았어요!맛있게 잘 먹었습니다
516583	5	5	5	5	잘 먹었습니다!양 많고 맛있었어요
516583	5	5	5	5	너무 맛있어요 모든 반찬도 신경쓴게 느껴져요
516583	5	5	5	5	넘 맛있어욥ㅠ 근데 바쁘셨는지 새우젓 쌈장 상추 소스 등등이 빠져왔어요 ㅠㅠ
516583	5	5	5	5	와 구성 미쳤습니다.ㄷㄷ
516583	5	5	5	5	맛있습니다.추천합니다
516583	5	5	5	5	친구 추천에 반신반의 하면서 시켜봣는데대만족 합니다맛있게 잘먹엇어요
516583	5	5	5	5	요청 사항도 너무 잘들어주시고 같이 먹는 음식들 구성이 제 취향이라 좋았어요.다음에 또 주문할게요!
516583	5	5	5	5	보통 거의다먹을때쯤 물리는데 여긴  마지막까지 맛있네요!!!최고입니다!!!
516583	5	5	5	0.0	보쌈이 정말 맜있어요~
516583	5	5	5	5	족발이 부드럽네요잘먹었습니다
516583	5	5	5	5	맛있게 잘 먹었습니다
516583	5	5	5	0.0	역시 맛있어요!!! 또 시킬게요~
516583	5	5	5	5	아 역시나 빠른배달 15분컷 족발맛있게 잘먹었숩니다
516583	5	5	5	5	족발이 너무 맛있어요 룸메이트랑 제가 다 먹었어요 가게도 밥도 사랑으로 보내주셨어요 감사합니다
516583	5	5	5	5	배달도 빠르고 다른곳에서만 먹다가 처음주문해봤는데 맛있고 좋네요. 밑반찬도 맛있네요. 더 주문해보려구요. 다음에는 큰사이즈로 부탁드립니다^^
516583	5	5	5	5	푸짐하게 잘 먹었습니다~~다음에 또 시킬게요😀
516583	5	5	5	5	족발만 먹어봤는데 보쌈도 맛있어요!!!
516583	4	5	4	5	고기가 부드럽고 맛나요. 찬들도 맛이 좋구요.
516583	5	5	5	5	보쌈 너무 맛있어요
516583	5	5	5	5	보쌈냄새하나도안나고 부드럽고 너무맛있어요~
516583	5	5	5	5	오 여기 괜찮네요배달음식에 만족 한거 오랜만..
516583	5	5	5	5	배달도 빨리왔고 써비스는 생각도 안했는데 챙겨주셔서 감사히 잘 먹었습니다. 맛도 있고 깔끔하네요.👍👍
516583	5	5	5	5	역시 양 많고 맛있어요! 여기서만 주문해서 먹어요~ 고기 상태도 정말 좋아요~ 감사합니다! ^^
516583	5	5	5	5	오엥 여기 징짜 맛있어요…인생 족발 찾았어열..
516583	5	5	5	5	맛있게 잘 먹었어요~
516583	5	5	5	5	맛있게 잘 먹었습니다
516583	5	5	5	5	맛있습니다!!!!!
516583	5	5	5	0.0	양도 많고 너무 맛있어요 ㅎㅎㅎ 짱짱
516583	5	5	5	5	맛있게 먹었습니다.
516583	5	5	5	5	두번째 주문인데 앞으로 귀한족발에서만 주문하려구요!! 여기 부추 존맛인데 사장님께 요청했더니 부추 엄청많이 주셔서 다 먹었어요^-^건대족발중 최고에요
516583	5	5	5	5	너무맛있고 양도많고 행복하게 먹었어요★
516583	5	5	5	5	배달이 엄청 빨리 와서 놀랬어요 양도 많구 따뜻하고 맛있게 잘 먹었습니다 감사해요!
516583	5	5	5	5	처음 먹어봤는데..족발 간이 쎄지 않고 살코기가 부드러워 맛있게 먹었습니다.서비스로 요청드린 콩나물 국도 너무 맛있었어요 ^^조만간 또 시키겠습니다 ㅎ
516583	5	5	5	5	이 지점은 처음 주문해봤는데 맛있었어요 또 시킬게요!
516583	5	5	5	5	가끔 포장해서 먹다가 이번에 배달을 이용했는데 역시 맛있네요.잘 먹고 있습니다
516583	5	5	5	5	족발이 짜지 않고 아주 부드럽고 맛있었어요~막국수도 너무 자극적이지 않으면서 적당히 매콤했어요!!
516583	5	4	4	5	맛있게잘먹었습니다~~~
516583	5	5	5	5	맛있게 잘 먹었습니다~
516583	5	5	5	5	보통 진짜맛있거나 문제있을때만 리뷰쓰는데 진짜 맛있어요. 위생걱정때문에 배달 못시켜먹겠다는참에 이런 집을 보네요. 재료손질 깨끗하게 하시고 보쌈도 촉촉하니 너무 맛있고 막국수는 보통 떡져서 뭉탱이로 오는데 여긴 양도 적당하니 면이 붙어있지않고 맛있네요! 찜합니다~
516583	5	5	5	5	배달이 진짜 빠르고 진짜 맛있었어요! 요청사항도 잘 들어주시고 ㅎㅎ푸짐하게 맛있게 잘 먹었습니다 또 시킬게요
516583	5	5	5	5	맛도 맛있고 무엇보다 배달속도가...15분도 안되서 오네요 ㅎㅎ 맛있게잘먹었습니다
516583	5	5	5	5	매운족발 맛있어요~~부드러워서 좋아요. 배달은 예상시간보다 빨리왔어요~~!
516583	5	5	5	5	국수 무김치 보쌈 국수 모든게 맛있네요 ㅎ
516583	5	5	5	5	와~~처음 주문했는데 앞으로 귀한족발만 먹으려구요!! 특히 부추가 기가 막힙니다
516583	5	5	5	5	맛있고 배달 빠르고 깔끔하게 잘 오네요
516583	5	5	5	5	족발은 귀한족발에서만 먹어요!!! 맛있어요 반반
