,id,total,quantity,taste,delivery,document,sample_rating
89,371041,5,5.0,5.0,5.0,배달 빠르고 양도 많고 맛있습니다 가츠동 매운맛인데 조금만 더 매콤했으면 좋겠어요 추천,2
90,371041,5,5.0,5.0,5.0,배달도 빠르고 찌개 국물이 진짜 최고입니다뭐 하나 빠지는게 없어요 요청 사항으로 밥 많이 부탁드렸는데정말 많이 주셔서 배터지게 먹었어요원래 친구랑 1인 1찌개하려 했는데 양이 너무 많아서 돼지만두찌개는냉장보관했다 저녁으로 먹었을 정도입니다앞으로 더 자주 시켜 먹어야겠어요 매우 만족입니다!,1
91,371041,4,4.0,4.0,4.0,가츠동세트 하나만으로도 양도많고 맛도 좋네요 저번에 혼자 시켜먹을때 양많아서 배터졌었는데  오늘은 동생이랑 생각나서 가츠동추가해서 시켜봤네요! 오늘도 맛있게 배터집니다~,2
92,371041,5,5.0,5.0,5.0,리뷰가 없고 첨보는 업체라 불안했지만 왠지 끌려서 시켜봤어요김볶밥좋아하는데 다 맛없어서 시켜먹을데가 없었는데 여긴 맛있네요 정석적인 김볶밥 맛은아니지만 맛있었어요양도 많았는지 공복이었는데 푸짐하게 먹고 남기기까지 했네요 ㅋㅋ,0
93,1032989,4,5.0,5.0,5.0,더바싹 구웠으면더 맛있을것같아요~,2
94,1032989,5,5.0,5.0,5.0,처음 보는 브랜드지만 배달료도 저렴해서 시켜봤는데 정말 만족합니다!양도 엄청 많은거 같네요?,2
95,1032989,5,5.0,5.0,5.0,닭고기 바깥쪽이 약간 말라있는 느낌이 나는데 먹어보니 생각보다 괜찮다. 후추 향이 많이 나서 후추 좋아하는 나한테는 딱인듯... 치킨이 원래 좀 짜긴 하지만 좀만 덜 짰으면 좋겠다.,2
96,1032989,5,5.0,5.0,5.0,오븐에 구워서 그런지 닭다리살이라 그런지 엄청 야들야들하게 맛있네요맛있게 잘 먹었습니다 번창하세요,2
97,428729,5,5.0,5.0,0.0,잘먹었습니다수고하세요,1
98,428729,5,5.0,5.0,0.0,후기보고 첨시켜봤는데포장도 깔끔하고 맛도괜찮네요또시킬게요~,2
99,428729,3,4.0,3.0,5.0,"자주 주문해서 먹는데요, 오늘은 너무 달아요ㅜㅜ특히 당면이요깔끔하게 매운맛ᆢ이라서 입에 맞았는데요.다음에는 달지않게 부탁드려요~",2
100,428729,5,5.0,5.0,5.0,곱창도 맛있었는데 칼국수 너무 맛있었어요!!,2
101,428729,5,5.0,5.0,5.0,오늘 처음 먹었는데 간도 적당하고 너무 맛있었어요!!,2
102,428729,5,5.0,5.0,5.0,맛있게 먹었습니다~,2
103,428729,5,5.0,5.0,5.0,찾았다 맛집!! 곱창 너무맛있고 칼국수가 대박이네요 면하나도 안뿔고 양도많고 너무맛있습니다,2
104,428729,5,5.0,5.0,5.0,곱창도 쫄깃하고 간이 적당하니 맛있게 먹었습니다. 다음에 또 시켜먹을께요.,2
105,428729,5,5.0,5.0,5.0,칼국수는 생각보다 너무맛있었어요 근데 불진않았는데 너무 면이끊기긴했어요 순대볶음은 조금 매콤한편이고순대가 조금 많이 터져잇긴하네요,2
106,428729,5,5.0,5.0,5.0,항상 잘먹고 있습니다~!!,1
107,428729,5,5.0,5.0,0.0,내장류를 싫어해서 곱창이나 순대를 잘 안먹는데 새로 이사온 집앞에 포장 파는곳이 여기밖에 없어서 먹어보게 되었어요순대볶음을 먹어본적이 거의 없는데 원래 순대볶음이 이렇게 맛있는 음식인지 몰랐어요.. 야채랑 당면이 너무나 맛있게 볶아져 나오는데 볶음밥이랑 해서 상추에 싸먹으니까 너무 행복하게 맛있었어요서비스로 주신 계란찜도 양이 굉장히 많았고 살짝 매운걸 이걸로 잡아가면서 먹으니까 좋았어요1인분이라고는 써있지만 양도 꽤 많아서 든든하게 먹었네요드시는 분들 꼭 볶음밥도 추가해서 같이드세요사장님 맛있는 음식 해주셔서 감사합니다,1
108,428729,5,5.0,5.0,5.0,1인분 팔아사 너무 브라보,0
109,428729,5,5.0,5.0,5.0,맛있고 배달도 빨랐어요! 계란찜 따뜻하게 먹어서 너무 맛있었습니다,2
110,428729,5,5.0,5.0,0.0,맛있고 양 많아요 잘먹었습니다,2
111,428729,5,5.0,4.0,5.0,제가 좀 센간을 좋아해서 곱창만 먹으면 약간 싱거운가 했는데 소스찍어먹으니까 괜찮았고 계란찜도 맛있고 양도 많아서 잘 먹었습니다! 아 냄새도 안나요!!,1
112,428729,5,5.0,5.0,5.0,간이 많이 안쎄지만 은근하게~ 소스 찍어먹으니 맛잇어요 ㅎㅎ다음에 또 시킬게요!,1
113,428729,5,5.0,5.0,5.0,잘 먹었습니다 소금구이도 맛있네요,2
114,428729,5,5.0,5.0,5.0,양이랑 맛 둘다 만족한 곱창집은 처음...맛있게 잘 먹었습니다 자주 시켜 먹을듯,2
115,428729,5,5.0,5.0,5.0,대박 맛있네요~ 감사합니다,2
116,428729,4,4.0,4.0,4.0,언제나 맛있게 먹고 있어요,2
117,428729,5,5.0,5.0,5.0,음식이 정말 깔끔하게 조리 되었다는 느낌을  받았고 음식의 바란스가 최고네요 너무 맛있게 잘먹었어요 사장님 감사합니다👍,2
118,428729,5,5.0,5.0,0.0,"이런 맛집은,,,,모든 사람이 알아야합니다ㅜㅜ 저는 포장주문 했었는데 사장님들이 너무너무 친절하셨어요!!!! 막창도 입에서 살살녹고 양도 많아서 친구랑 허겁지겁 다 해치웠네요... 양념도 맛있었지만 소금구이랑 기름장 조합 대박이에요 그냥 막창 자체가 맛있었어요!! 다음에 또 포장하러 갈 거예요ㅠㅠ 서비스 계란찜도 너무너무 감사합니당",1
119,428729,5,5.0,5.0,5.0,오늘도 역시 맛있어요!!!서비스로 주신 계란찜도 맛있어요!!,2
120,428729,5,5.0,5.0,5.0,맛있고 저렴하고 양도 많은데 왜 리뷰가 얼마 없는지 모르겠네요 번창하세요,1
121,428729,5,5.0,5.0,5.0,맛있게 먹었어요 배달도 빨라서 좋았어요 서비스로 주신 계란찜도 맛있어요^^,2
122,428729,5,5.0,5.0,5.0,맛있게 먹었습니다 배달도 빠르고 써비스로 주신 계란찜도 맛있었어요 화이팅 하세요^^,2
123,428729,5,5.0,5.0,5.0,믿고 먹는 맛집! 배달도 빨랐어영,2
124,428729,5,5.0,5.0,5.0,역시나  맛있어용 양도 짱 많아여!,2
125,428729,5,5.0,5.0,5.0,양념구이 막창 주문요. 계란찜 서비스에 손편지까지.넘 맛있게 먹었어용.딸아이가 넘 맛있데요,2
126,428729,5,5.0,5.0,5.0,동네에 1인분도 시킬 수 있는 곱창집 싱겨서 너무 좋아요 ㅠㅠ 계란찜도 정말 맛있었습니다!,2
127,428729,5,5.0,5.0,5.0,"가게가 항상 깨끗하고, 곱창의 질도 맛도 좋아서 자주 가는 곳이에요.늦은 밤 곱창 생각이 나서 1인분 주문했는데계란찜 서비스까지 감동이에요그리고 배달도 너무 빨리 가져다주셔서 감사했어요.배달 서비스도 번창하시길 바랍니다 😊",1
128,428729,5,5.0,5.0,5.0,맛도 맛이지만.. 가장 놀란건 사장님이 글씨를 너무 진짜 잘 쓰심,0
129,428729,5,5.0,5.0,5.0,맛있어요!! 양도 진짜 많ㅇ고 배달도 빨랐습니당,2
130,428729,5,5.0,5.0,5.0,10년도 넘게 먹고있는 단골인데 대행서비스 시작하셨나봐요!!!!! 곱창메뉴 다 맛있구 사모님이 하시는 해물메뉴도(남자사장님 곱창집사장님 여자사장님 조개구이집 사장님이신데 두분이 가게를 합치심)다맛있어요!!!! 곱창냄새 하나도 안나고 쫄깃하고 고소하고 ㅠㅡㅠ 볶음밥도 맛있어요..오늘도 넘 맛있었어요..10분만에 순삭!!코로나끝나면 매장에서 다시먹고 싶어요..저 태어나서 식당리뷰 처음달아봐요 ㅠㅡㅠ다들 여기서 시켜드세요..진심 JMT..,2
131,516583,5,5.0,5.0,5.0,맛있어요 감사합니다.,2
132,516583,5,3.0,5.0,5.0,"생각보다는 양이 적어서 아쉽지만, 맛있어요",0
133,516583,5,5.0,5.0,5.0,보들보들~~반은 먹고 반은 꼬들하게 먹고 싶어 냉장고~~너무 맛있어요~,2
134,516583,5,5.0,5.0,5.0,사진막찍었는데 맛있게 잘먹었습니다🙂,2
135,516583,5,5.0,5.0,5.0,맛있고 푸짐하게 잘먹엇네요,0
136,516583,5,5.0,5.0,5.0,"평소 족발 시켜 먹을 때 가격이 부담스러운데,여기는 돈이 안 아까워요 맛있습니다 :)",0
137,516583,5,5.0,5.0,5.0,정말 맛있게 잘 먹었습니다^^,2
138,516583,5,5.0,5.0,5.0,족발은 솔직히 돈아깝다는 생각이 많이드는 음식중 하나였습니다.가격에비해 양도 별로고..근데 여긴 제일작은걸로 시켰는데배터지는줄 알았어요밑반찬도 진짜 필요한것만 딱딱 오고..친구오면 또시킬고같아요 소개시켜주고싶어요,1
139,516583,5,5.0,5.0,5.0,빠르고 맛잇어요. 배고파서 집가면서 주문했는데 집에 도착하자마자 와서 감동+.+,1
140,516583,5,5.0,5.0,5.0,족발은 귀한족발만 시켜요!! 동네 맛집이에요!,2
141,516583,5,5.0,5.0,5.0,맛있었어요! 주먹밥이 자동으로 올 줄 알았는데 막국수가 와서 친구랑 1인 1 막국수 했네용 ㅎㅎ,1
142,516583,5,5.0,5.0,5.0,사진은못찍었지만 마감시간근처 인데도 고기 안퍽퍽하고 질좋아서 맛있게잘먹었습니당!!,1
143,516583,5,5.0,5.0,5.0,짱맛 짱맛 족발 먹고 싶을 때 다들 여기서 시켜드세요,0
144,516583,5,5.0,5.0,5.0,진짜 대박이에요 .. 남는 게 있나 싶을 정도로 많이 주시고 족발도 정말 맛있어요 ㅠㅠ 번창하세요❤️,2
145,516583,5,5.0,5.0,5.0,홀 부들부들 너무 맛있어요따뜻하게 받을 수 있게 보온도 신경써주시고 주먹밥이랑 막국수랑 다 맛있게 넘 잘먹었습니다!,2
146,516583,5,5.0,5.0,5.0,마늘족발은 처음 먹었는데 맛있어요,2
147,516583,5,5.0,5.0,5.0,맛있게 잘 먹었습니다,2
148,516583,5,5.0,5.0,5.0,맛있게 잘 먹었습니다.배불러요!! 푸짐하네요,0
149,516583,5,5.0,5.0,5.0,정말 족발은 여기서만 먹어요맛 5점양 5점 서비스 5점이라고 생각됩니다.최고에요  껍질은 쫀득하고 살은 부드럽습니다.맛집이에요 진심.,2
150,516583,5,5.0,5.0,5.0,맛있고 배달 빠르고 최고 최고👍👍,2
151,516583,5,5.0,5.0,5.0,오랜만에 족발이 생각나서 고민없이 바로 주문했는데 만족합니다. 맛있게 먹었어요~ 단골입니다 ^^,2
152,516583,5,5.0,5.0,5.0,배달도 완전 빨랐고무생채 추가했는데 너무 맛있게 먹었어요재주문할게요!,2
153,516583,5,5.0,5.0,5.0,역시 너무 맛있습니다!!!!,2
154,516583,5,5.0,5.0,5.0,맛있기도 했고 양도 생각보다 푸짐해서 너무 좋았습니다! 감사합니다!,1
155,516583,5,5.0,5.0,5.0,아주 맛나게 잘먹었어요! 배달도 엄청 빠르고 족발도 맛나네요,1
156,516583,2,4.0,1.0,2.0,평이좋아 시켜봤는데 . 좀 심하게 잡내가납니다.  왠간하면 두번은 시켜보고 평남기는데 다시는 안시킬거 같아서 지금 남깁니다. 배달은 예정시간 10분정도 넘겨서 왔는데 간신히 차갑지 않을만큼 식어있었습니다. 고기포장에 위에 작은 물주머니 아니었으면 더식어서 왔을지도요. 막국수는 맛있었습니다.,0
157,516583,5,5.0,5.0,5.0,맛있는데 다음날에 온족은 다 상해버려서 슬펐네요..ㅠㅠ,0
158,516583,5,5.0,5.0,5.0,보기만 해도 배가 터질거 같아요ㅋ사랑해요ㅋ,2
159,516583,5,5.0,5.0,5.0,사진찍어두고 올린다는게 까먹고 좀 늦게 올렸네요. 양도 많고 정말 맛나게 잘먹었어요~ 담에 다시 주문하겠습니다~,1
160,516583,5,5.0,5.0,5.0,맛있습니다 추천해요~,2
161,516583,5,4.0,5.0,5.0,"족발 쫄깃하고 맛있어요. 막국수랑 김치, 부추, 야채 세트도 불필요한 것 없이 구성이 좋네요. 포장도 꼼꼼하게 해주시고 배달도 빨랐어요. 덕분에 따뜻한 족발 맛있게 먹었습니다",2
162,516583,5,5.0,5.0,5.0,맛있고 양많고 시키세요,2
163,516583,5,5.0,5.0,5.0,진짜진짜 맛있네요 고기 무김치 김치 부추 막국수 다 너무 맛있게 잘 먹었어요야채쌈도 많이 주셔서 너무 감사해요양도 많고 배달도 빠르게 왔어요리뷰이벤트 없었어도 리뷰썼을 것 같은 맛집이에요 족발보쌈 먹고싶으면 정착할 집 찾은 것 같아요 잘 먹었습니다,1
164,516583,5,5.0,5.0,5.0,최근먹은 족발중 제일 맛있었어요!!!,2
165,516583,5,5.0,5.0,5.0,포장도 깔끔하고 맛도 최고네요,2
166,516583,5,5.0,5.0,5.0,완전 푸짐하고 모든메뉴 손색없이 맛있어요! 강추!!,1
167,516583,4,4.0,4.0,4.0,배달짱빠름아니근데막국수맛이변한듯 ㅠ족발두맛잇ㅇᆢ서또시킨건데,0
168,516583,5,5.0,5.0,5.0,완전 강추합니다!!! 시간이 지나도 촉촉해요,0
169,516583,5,5.0,5.0,5.0,막국수랑 족발도 쫄깃쫄깃한게 맛있어요,2
170,516583,5,5.0,5.0,0.0,우리동네에서 귀한족발이 제일 나아요.항상 이용합니다.푸짐해요,0
171,516583,4,5.0,4.0,5.0,정성스러운포장과모두맘에드네요.다음에도주문할생각입니당계속수고해주세요.,1
172,516583,5,5.0,4.0,5.0,막국수가 기본반찬에 있어서 너무 좋아요! 리뷰이벤트로 주신 날치알 주먹밥도 잘 먹었습니당 ㅎㅎ양 푸짐하고 맛있어용! 다만 무김치는 입맛에 안맞더라구요 ㅠㅠ그래도 고기는 너무 맛있었어요~,1
173,516583,5,5.0,5.0,5.0,맛있게 잘 먹었습니다,2
174,516583,5,4.0,4.0,5.0,맛잇어용~ 감사해용,2
175,516583,5,5.0,5.0,5.0,이건모 평점을 아무리짜게준다해도이정도네요 ^^,0
176,516583,5,5.0,5.0,5.0,맛나게 잘먹었어요. 족발이랑 보쌈 중에 고민 되서 보족 세트 구매 했었는데 좋은 선택이였던거 같아요,2
177,516583,5,5.0,5.0,5.0,ㅜㅜ귀한족발은진짜다맛있나봐요 ㅜㅜ최고최고,2
178,516583,5,5.0,5.0,5.0,쫀득쪽득 따끈따끈 고소하고 맛있는 족발입니다👍👍,2
179,516583,5,5.0,5.0,5.0,또 시켜먹어요 족발은 여기가맛집,2
180,516583,5,5.0,5.0,5.0,족발은 여기서만 시켜요~너무너무 맛있어요김치며 부츠며 별미입니다,2
181,516583,5,5.0,5.0,5.0,배달도 빠르고 맛있습니다~^^ 콩나물국도 따로 말씀드렸는데 보내주셔서 감사합니다!,2
182,516583,5,5.0,5.0,5.0,맛과 양은 물론이고 사장님의 다정함과 친절함이 음식에서까지 느껴져서 너무 기분좋게 먹었습니다~,2
183,516583,4,3.0,4.0,5.0,맛은 있었는데 막국수 양이 너무 적어요 ㅠ ㅠ 너무맛있는데 양이 너무너무 아쉽더라구요 ㅠㅠ 고기도 너무 크게 썰려있어서 먹기가 조금 힘들었어요 그래도 맛은 있어요’,0
184,516583,5,5.0,5.0,5.0,맛있게먹었어요! 또 이용할게요,2
185,516583,5,5.0,5.0,5.0,식지말라고 따뜻한 물을 비닐에 넣어주신거보고 감동 받았어요!맛있게 잘 먹었습니다,2
186,516583,5,5.0,5.0,5.0,잘 먹었습니다!양 많고 맛있었어요,2
187,516583,5,5.0,5.0,5.0,너무 맛있어요 모든 반찬도 신경쓴게 느껴져요,2
188,516583,5,5.0,5.0,5.0,넘 맛있어욥ㅠ 근데 바쁘셨는지 새우젓 쌈장 상추 소스 등등이 빠져왔어요 ㅠㅠ,0
189,516583,5,5.0,5.0,5.0,와 구성 미쳤습니다.ㄷㄷ,0
190,516583,5,5.0,5.0,5.0,맛있습니다.추천합니다,2
191,516583,5,5.0,5.0,5.0,친구 추천에 반신반의 하면서 시켜봣는데대만족 합니다맛있게 잘먹엇어요,2
192,516583,5,5.0,5.0,5.0,요청 사항도 너무 잘들어주시고 같이 먹는 음식들 구성이 제 취향이라 좋았어요.다음에 또 주문할게요!,2
193,516583,5,5.0,5.0,5.0,보통 거의다먹을때쯤 물리는데 여긴  마지막까지 맛있네요!!!최고입니다!!!,2
194,516583,5,5.0,5.0,0.0,보쌈이 정말 맜있어요~,0
195,516583,5,5.0,5.0,5.0,족발이 부드럽네요잘먹었습니다,1
